direction,target_price,calc_target_price,target_time,predicted_range,predicted_duration,actual_end_price,actual_end_time,actual_direction,actual_range,actual_duration,price_error_pct
Up,4458.618842496872,4463.58563205719,2026-01-08 01:01:09.859313964,10.865632057189941,71.16432189941406,4463.96,2026-01-08 01:27:00,Up,11.239999999999782,97.0,0.11965065778205361
Down,4452.453949995041,4453.919452629089,2026-01-08 02:18:28.886260986,10.040547370910645,51.48143768310547,4459.8,2026-01-08 01:31:00,Down,4.1599999999998545,4.0,0.16471702778060854
Up,4466.504101324082,4475.869438934326,2026-01-08 02:23:44.454345703,16.069438934326172,52.74090576171875,4463.03,2026-01-08 01:46:00,Up,3.2299999999995634,15.0,0.07784176499109031
Down,4454.170293231607,4456.8005101966855,2026-01-08 01:57:56.162338256,6.229489803314209,11.936038970947266,4459.99,2026-01-08 01:47:00,Down,3.0399999999999636,1.0,0.13048699141462625
Up,4466.717780516147,4468.235638847351,2026-01-08 02:28:26.161651611,8.245638847351074,41.43602752685547,4466.46,2026-01-08 02:16:00,Up,6.470000000000255,29.0,0.005771472623671761
Down,4460.432473093271,4459.573644123077,2026-01-08 02:25:25.418586730,6.886355876922607,9.423643112182617,4446.79,2026-01-08 02:50:00,Down,19.670000000000073,34.0,0.3067937342053772
Up,4456.8252980482575,4457.958501853943,2026-01-08 03:08:55.248413085,11.168501853942871,18.920806884765625,4452.47,2026-01-08 02:58:00,Up,5.680000000000291,8.0,0.09781757200514056
Down,4440.942080715895,4436.987932891846,2026-01-08 03:04:14.162778854,15.482067108154297,6.236046314239502,4444.59,2026-01-08 03:00:00,Down,7.880000000000109,2.0,0.08207549591987626
Up,4455.309120537043,4456.051178779602,2026-01-08 03:14:20.886039733,11.46117877960205,14.348100662231445,4460.44,2026-01-08 03:11:00,Up,15.849999999999454,11.0,0.11503079209577369
Down,4446.260465865134,4448.391003074646,2026-01-08 03:25:18.107070922,12.048996925354004,14.30178451538086,4454.91,2026-01-08 03:18:00,Down,5.529999999999745,7.0,0.19415732607090744
Up,4465.615241653919,4468.4405557250975,2026-01-08 03:41:54.849815368,13.530555725097656,23.91416358947754,4460.39,2026-01-08 03:23:00,Up,5.480000000000473,5.0,0.11714764076501386
Down,4450.145618103147,4449.415402069092,2026-01-08 03:34:34.646015167,10.974597930908203,11.577433586120605,4442.02,2026-01-08 03:55:00,Down,18.36999999999989,32.0,0.18292619355938816
Up,4455.774543006421,4455.647348899842,2026-01-08 04:11:44.979743957,13.627348899841309,16.749662399291992,4449.67,2026-01-08 04:01:00,Up,7.649999999999636,6.0,0.13719091542564954
Down,4433.985360518694,4438.5468730163575,2026-01-08 04:26:06.683349609,11.123126983642578,25.11138916015625,4433.65,2026-01-08 04:37:00,Down,16.020000000000437,36.0,0.007563982693581143
Up,4443.845387423038,4445.896828079223,2026-01-08 04:58:09.958648681,12.246828079223633,21.165977478027344,4445.73,2026-01-08 05:12:00,Up,12.079999999999927,35.0,0.042391521234115534
Down,4430.104031283259,4431.7696833419795,2026-01-08 05:36:20.122261047,13.96031665802002,24.335371017456055,4437.39,2026-01-08 05:17:00,Down,8.339999999999236,5.0,0.16419491450472196
Up,4446.875106478929,4447.365175857544,2026-01-08 05:30:12.259426116,9.975175857543945,13.204323768615723,4446.45,2026-01-08 05:31:00,Up,9.05999999999949,14.0,0.009560581563485306
Down,4437.3822953045365,4436.60550994873,2026-01-08 05:51:09.022979736,9.844490051269531,20.15038299560547,4440.1,2026-01-08 05:39:00,Down,6.349999999999454,8.0,0.061208186650388685
Up,4448.641862225533,4448.877911186219,2026-01-08 05:59:14.187583923,8.777911186218262,20.236459732055664,4442.88,2026-01-08 05:48:00,Up,2.7799999999997453,9.0,0.1296875500921283
Down,4433.132907028198,4437.752872829437,2026-01-08 06:33:26.028442382,5.127127170562744,45.433807373046875,4436.69,2026-01-08 06:07:00,Down,6.190000000000509,19.0,0.08017447628302782
Up,4443.932683513164,4447.0793737792965,2026-01-08 06:25:59.055175781,10.389373779296875,18.9842529296875,4440.54,2026-01-08 06:19:00,Up,3.850000000000364,12.0,0.0764024986412515
Down,4433.797622959613,4433.294314422607,2026-01-08 06:33:07.653579711,7.245685577392578,14.127559661865234,4423.14,2026-01-08 07:16:00,Down,17.399999999999636,57.0,0.24095151769134676
Up,4430.701186265946,4433.798895492554,2026-01-08 07:39:32.208251953,10.658895492553711,23.53680419921875,4429.7,2026-01-08 07:23:00,Up,6.559999999999491,7.0,0.02260167203074163
Down,4415.72142291665,4419.271123123169,2026-01-08 07:50:30.311851501,10.428876876831055,27.505197525024414,4415.75,2026-01-08 07:44:00,Down,13.949999999999818,21.0,0.0006471626190290121
Up,4428.469365030527,4424.97935295105,2026-01-08 07:56:30.971889495,9.229352951049805,12.51619815826416,4429.28,2026-01-08 08:00:00,Up,13.529999999999745,16.0,0.018301732323823074
Down,4419.3393948459625,4418.180071144104,2026-01-08 08:12:44.552078247,11.099928855895996,12.742534637451172,4416.04,2026-01-08 08:06:00,Down,13.239999999999782,6.0,0.07471388044407488
Up,4433.0137789297105,4429.351318397522,2026-01-08 08:23:34.322891235,13.311318397521973,17.57204818725586,4437.84,2026-01-08 08:39:00,Up,21.800000000000182,33.0,0.1087515789278038
Down,4428.294680070877,4423.473011817932,2026-01-08 08:54:49.359855651,14.366988182067871,15.822664260864258,4430.14,2026-01-08 08:47:00,Down,7.699999999999818,8.0,0.041653761035168956
Up,4444.626162686348,4440.527280464173,2026-01-08 09:17:14.001502990,10.387280464172363,30.23335838317871,4436.09,2026-01-08 09:01:00,Up,5.949999999999818,14.0,0.19242537203590954
Down,4428.516459439397,4427.061856117249,2026-01-08 09:14:16.274414062,9.028143882751465,13.271240234375,4432.16,2026-01-08 09:02:00,Down,3.930000000000291,1.0,0.0822068824366124
Up,4440.549743404388,4447.517723236084,2026-01-08 09:19:04.703063964,15.357723236083984,17.078384399414062,4439.69,2026-01-08 09:11:00,Up,7.529999999999745,9.0,0.01936494224571107
Down,4428.718070760965,4427.68081325531,2026-01-08 09:28:45.029182434,12.009186744689941,17.750486373901367,4430.76,2026-01-08 09:26:00,Down,8.929999999999382,15.0,0.046085304530942735
Up,4438.780531010628,4438.839520225525,2026-01-08 09:43:07.620162963,8.079520225524902,17.127002716064453,4437.01,2026-01-08 09:29:00,Up,6.25,3.0,0.03990369664768763
Down,4427.214428828359,4429.8762810325625,2026-01-08 09:42:02.346782684,7.133718967437744,13.03911304473877,4428.42,2026-01-08 09:49:00,Down,8.590000000000146,20.0,0.027223505711770065
Up,4436.513897752762,4434.18421546936,2026-01-08 10:02:49.899501800,5.764215469360352,13.831658363342285,4433.92,2026-01-08 09:56:00,Up,5.5,7.0,0.05850123035061823
Down,4424.134686279297,4426.680275363922,2026-01-08 10:12:11.007843017,7.239724636077881,16.18346405029297,4425.69,2026-01-08 10:05:00,Down,8.230000000000473,9.0,0.03514285276877827
Up,4432.80340645194,4433.694766464233,2026-01-08 10:23:03.578567504,8.004766464233398,18.059642791748047,4433.26,2026-01-08 10:11:00,Up,7.5700000000006185,6.0,0.010299272951743911
Down,4424.517259824276,4425.638121376038,2026-01-08 10:23:41.207313537,7.621878623962402,12.686788558959961,4419.96,2026-01-08 10:43:00,Down,13.300000000000182,32.0,0.10310635897782143
Up,4430.402109975815,4428.314131698608,2026-01-08 10:59:11.141624450,8.354131698608398,16.185693740844727,4435.47,2026-01-08 11:01:00,Up,15.510000000000218,18.0,0.11425824149832024
Down,4423.309032141567,4425.103617401123,2026-01-08 11:20:58.883285522,10.366382598876953,19.981388092041016,4426.09,2026-01-08 11:20:00,Down,9.38000000000011,19.0,0.06283125418673234
Up,4438.194911420345,4437.4736364746095,2026-01-08 11:35:37.734947204,11.383636474609375,15.628915786743164,4434.83,2026-01-08 11:34:00,Up,8.739999999999782,14.0,0.07587464277876219
Down,4425.990059877634,4427.459413604736,2026-01-08 11:47:46.176223754,7.370586395263672,13.769603729248047,4429.12,2026-01-08 11:48:00,Down,5.710000000000036,14.0,0.07066731365070153
Up,4435.302261238098,4436.660962696075,2026-01-08 12:01:31.369400024,7.5409626960754395,13.522823333740234,4433.43,2026-01-08 11:56:00,Up,4.3100000000004,8.0,0.042230535682258714
Down,4427.8040531981,4427.446392230988,2026-01-08 12:11:32.457962036,5.983607769012451,15.540966033935547,4423.08,2026-01-08 12:20:00,Down,10.350000000000364,24.0,0.10680460670165771
Up,4430.42753844738,4431.750470237732,2026-01-08 12:35:14.634933471,8.670470237731934,15.243915557861328,4434.76,2026-01-08 12:42:00,Up,11.680000000000291,22.0,0.09769325854431493
Down,4424.688410916328,4426.339250335694,2026-01-08 12:58:27.270355224,8.42074966430664,16.454505920410156,4429.99,2026-01-08 12:56:00,Down,4.770000000000437,14.0,0.11967496729499137
Up,4435.0956317472455,4436.369364967346,2026-01-08 13:13:44.293441772,6.379364967346191,17.738224029541016,4433.91,2026-01-08 12:59:00,Up,3.9200000000000728,3.0,0.026740095023256662
Down,4425.993708039522,4425.084508094787,2026-01-08 13:19:04.891204833,8.825491905212402,20.081520080566406,4424.8,2026-01-08 13:25:00,Down,9.109999999999673,26.0,0.02697767220036792
Up,4432.107142543793,4432.146343517304,2026-01-08 13:40:14.844417572,7.346343517303467,15.247406959533691,4428.1,2026-01-08 13:40:00,Up,3.300000000000182,15.0,0.09049349707081422
Down,4418.909507960081,4421.143639659882,2026-01-08 13:57:19.982872009,6.956360340118408,17.33304786682129,4407.76,2026-01-08 14:16:00,Down,20.340000000000146,36.0,0.2529517932029167
Up,4416.421976289749,4418.233073959351,2026-01-08 14:31:34.291133880,10.473073959350586,15.571518898010254,4431.4,2026-01-08 14:44:00,Up,23.639999999999418,28.0,0.33799755630840045
Down,4418.409458851814,4417.419948005676,2026-01-08 14:59:03.212814331,13.98005199432373,15.053546905517578,4417.4,2026-01-08 15:10:00,Down,14.0,26.0,0.022851877842488526
Up,4431.81396150589,4428.4334815979,2026-01-08 15:25:47.271595001,11.03348159790039,15.787859916687012,4436.63,2026-01-08 15:25:00,Up,19.230000000000473,15.0,0.10855172719181488
Down,4425.581804353595,4421.02266204834,2026-01-08 15:43:26.816940307,15.607337951660156,18.446949005126953,4425.86,2026-01-08 15:33:00,Down,10.770000000000437,8.0,0.006285685638611212
Up,4438.680768117904,4437.389180526733,2026-01-08 15:49:19.473266601,11.529180526733398,16.324554443359375,4435.55,2026-01-08 15:44:00,Up,9.69000000000051,11.0,0.07058353795818227
Down,4426.543387588858,4422.089256095886,2026-01-08 16:04:52.402496337,13.46074390411377,20.873374938964844,4419.23,2026-01-08 16:08:00,Down,16.32000000000062,24.0,0.16549008738759602
Up,4433.173693594932,4431.454100112915,2026-01-08 16:25:15.163993835,12.224100112915039,17.25273323059082,4439.32,2026-01-08 16:50:00,Up,20.090000000000146,42.0,0.1384515287266442
Down,4428.032783262729,4427.743933982849,2026-01-08 17:05:57.626094818,11.576066017150879,15.960434913635254,4427.78,2026-01-08 17:01:00,Down,11.539999999999964,11.0,0.005709029417208646
Up,4443.96387253046,4442.231739311218,2026-01-08 17:18:18.518600463,14.451739311218262,17.308643341064453,4453.98,2026-01-08 17:17:00,Up,26.199999999999818,16.0,0.22488038719390846
Down,4442.594714963436,4436.773601989746,2026-01-08 17:33:04.991569519,17.206398010253906,16.083192825317383,4443.45,2026-01-08 17:26:00,Down,10.529999999999745,9.0,0.01924822011194129
Up,4457.542682272196,4456.607180786133,2026-01-08 17:41:56.997642517,13.157180786132812,15.949960708618164,4456.42,2026-01-08 17:50:00,Up,12.970000000000255,24.0,0.025192470013947546
Down,4443.827860367298,4439.498584671021,2026-01-08 18:13:21.766433715,16.921415328979492,23.362773895263672,4447.76,2026-01-08 17:55:00,Down,8.659999999999854,5.0,0.08840718997208198
Up,4459.064699296951,4460.027784118653,2026-01-08 18:14:57.944869995,12.267784118652344,19.965747833251953,4458.0,2026-01-08 18:02:00,Up,10.239999999999782,7.0,0.02388289136275018
Down,4449.090757727623,4439.2206954956055,2026-01-08 18:15:14.762191772,18.77930450439453,13.246036529541016,4447.0,2026-01-08 18:15:00,Down,11.0,13.0,0.04701501523775547
Up,4458.296936273575,4459.354947090149,2026-01-08 18:30:41.550750732,12.354947090148926,15.692512512207031,4464.61,2026-01-08 18:42:00,Up,17.609999999999673,27.0,0.1414023560047763
Down,4453.3385815978045,4450.750543937683,2026-01-08 19:04:44.462127685,13.859456062316895,22.74103546142578,4457.87,2026-01-08 18:48:00,Down,6.739999999999782,6.0,0.10164985524915293
Up,4465.053197592497,4466.3785496902465,2026-01-08 19:06:31.341361999,8.508549690246582,18.522356033325195,4465.36,2026-01-08 19:02:00,Up,7.489999999999782,14.0,0.006870720557867689
Down,4458.71966905117,4458.849727020263,2026-01-08 19:13:26.349678039,6.510272979736328,11.43916130065918,4457.66,2026-01-08 19:17:00,Down,7.699999999999818,15.0,0.023771868001826152
Up,4464.533587620258,4469.874081764221,2026-01-08 19:35:17.070808410,12.214081764221191,18.284513473510742,4463.6,2026-01-08 19:32:00,Up,5.940000000000509,15.0,0.02091557532614123
Down,4456.8750214815145,4456.762066936493,2026-01-08 19:47:52.516822814,6.83793306350708,15.875280380249023,4459.08,2026-01-08 19:38:00,Down,4.520000000000437,6.0,0.04944918051448739
Up,4466.157771449089,4466.197736339569,2026-01-08 19:53:20.967807769,7.117736339569092,15.34946346282959,4464.06,2026-01-08 19:59:00,Up,4.980000000000473,21.0,0.04699245639817147
Down,4458.232876238823,4457.644143638611,2026-01-08 20:11:29.076347351,6.41585636138916,12.48460578918457,4448.03,2026-01-08 20:36:00,Down,16.030000000000655,37.0,0.22937966333013926
Up,4456.08815600276,4458.262468605041,2026-01-08 20:50:15.899791717,10.232468605041504,14.264996528625488,4455.06,2026-01-08 20:48:00,Up,7.030000000000655,12.0,0.02307838733394646
Down,4443.331263531447,4447.472098884583,2026-01-08 21:07:14.985351562,7.5879011154174805,19.249755859375,4444.78,2026-01-08 21:17:00,Down,10.280000000000655,29.0,0.032594109687157785
Up,4453.607981898785,4452.657007961273,2026-01-08 21:29:38.830432891,7.877007961273193,12.647173881530762,4452.92,2026-01-08 21:47:00,Up,8.140000000000327,30.0,0.015450129326027153
Down,4445.427342600822,4444.70238773346,2026-01-08 21:58:49.380569458,8.217612266540527,11.823009490966797,4449.73,2026-01-08 21:51:00,Down,3.1900000000005093,4.0,0.09669479719392876
Up,4455.835469739437,4457.170739631652,2026-01-08 22:09:16.573104858,7.440739631652832,18.27621841430664,4478.11,2026-01-08 22:36:00,Up,28.38000000000011,45.0,0.4974091806713691
Down,4471.029248218536,4468.399645195007,2026-01-08 22:50:35.710716247,9.710354804992676,14.595178604125977,4472.07,2026-01-08 22:46:00,Down,6.039999999999964,10.0,0.023272260529548255
Up,4478.563840774297,4482.850826568603,2026-01-08 23:08:30.205993652,10.780826568603516,22.503433227539062,4479.47,2026-01-08 23:10:00,Up,7.400000000000546,24.0,0.02022916161293746
Down,4473.13949595809,4470.330119819641,2026-01-08 23:53:26.873931884,9.139880180358887,43.447898864746094,4472.73,2026-01-08 23:22:00,Down,6.740000000000691,12.0,0.009155391854431224
Up,4478.067774757146,4479.445601921081,2026-01-08 23:38:30.214004516,6.715601921081543,16.50356674194336,4475.81,2026-01-08 23:31:00,Up,3.0800000000008367,9.0,0.050443936564462145
Down,4470.400520896316,4466.079906044007,2026-01-09 00:10:20.665512084,9.730093955993652,39.344425201416016,4472.57,2026-01-08 23:41:00,Down,3.240000000000691,10.0,0.048506319715140134
Up,4478.536193473339,4477.639659233093,2026-01-09 00:04:21.469917297,5.069659233093262,23.357831954956055,4484.04,2026-01-09 01:02:00,Up,11.470000000000255,81.0,0.12274213714999888
Down,4476.334349834919,4472.412284889221,2026-01-09 01:24:28.242187500,11.627715110778809,22.470703125,4475.06,2026-01-09 01:24:00,Down,8.979999999999563,22.0,0.028476709472458735
Up,4481.429616556168,4481.792045650483,2026-01-09 01:51:11.289596557,6.732045650482178,27.188159942626953,4478.46,2026-01-09 01:26:00,Up,3.399999999999636,2.0,0.06630887751968641
Down,4469.6740350079535,4467.6216315841675,2026-01-09 01:56:29.535713195,10.83836841583252,30.49226188659668,4472.94,2026-01-09 01:48:00,Down,5.520000000000437,22.0,0.07301606978958058
Up,4478.88109266758,4479.172861995697,2026-01-09 02:00:24.254837036,6.2328619956970215,12.404247283935547,4476.6,2026-01-09 02:00:00,Up,3.660000000000764,12.0,0.050955918946952755
Down,4466.674867594243,4464.068787193299,2026-01-09 02:29:34.885139465,12.53121280670166,29.581418991088867,4459.99,2026-01-09 02:53:00,Down,16.610000000000582,53.0,0.14988525970333702
Up,4469.578177163601,4468.906702270508,2026-01-09 03:06:04.824886322,8.916702270507812,13.080414772033691,4465.63,2026-01-09 03:00:00,Up,5.640000000000327,7.0,0.08841254567890824
Down,4451.041895310283,4452.506364707947,2026-01-09 03:14:33.648891448,13.123635292053223,14.56081485748291,4452.96,2026-01-09 03:08:00,Down,12.670000000000073,8.0,0.04307482415556031
Up,4469.918029289246,4470.529856643677,2026-01-09 03:20:01.756553649,17.569856643676758,12.029275894165039,4461.54,2026-01-09 03:16:00,Up,8.579999999999927,8.0,0.18778335035091281
Down,4448.577049005032,4451.40705493927,2026-01-09 03:27:24.921684265,10.13294506072998,11.415361404418945,4453.13,2026-01-09 03:20:00,Down,8.409999999999854,4.0,0.10224159175609832
Up,4466.582913815975,4469.5490368652345,2026-01-09 03:50:12.637825012,16.419036865234375,30.210630416870117,4460.08,2026-01-09 03:35:00,Up,6.949999999999818,15.0,0.14580262721689438
Down,4451.427125535011,4453.824619846344,2026-01-09 03:51:37.464637756,6.255380153656006,16.62441062927246,4456.16,2026-01-09 03:37:00,Down,3.9200000000000728,2.0,0.10620970667544538
Up,4465.298503131867,4467.453084144592,2026-01-09 03:53:40.609817504,11.293084144592285,16.676830291748047,4476.54,2026-01-09 04:05:00,Up,20.38000000000011,28.0,0.25112021490109
Down,4468.5395918655395,4466.528240242004,2026-01-09 04:14:20.414371490,10.011759757995605,9.340239524841309,4470.05,2026-01-09 04:16:00,Down,6.489999999999782,11.0,0.03378951319248563
Up,4477.3562009274965,4479.275118637085,2026-01-09 04:33:10.625381469,9.225118637084961,17.17708969116211,4475.55,2026-01-09 04:30:00,Up,5.5,14.0,0.040357071812320726
Down,4468.862237352133,4469.3158157348635,2026-01-09 04:38:40.260028839,6.234184265136719,8.671000480651855,4468.34,2026-01-09 04:39:00,Down,7.210000000000036,9.0,0.011687502565445637
Up,4474.653709499836,4478.328200187683,2026-01-09 04:55:57.194709777,9.988200187683105,16.953245162963867,4473.73,2026-01-09 04:44:00,Up,5.389999999999418,5.0,0.02064741278164194
Down,4464.227212647796,4464.9063086318965,2026-01-09 05:02:04.320030212,8.823691368103027,18.07200050354004,4462.14,2026-01-09 05:18:00,Down,11.589999999999236,34.0,0.0467760457492423
Up,4469.834346320629,4470.032254829407,2026-01-09 05:35:24.216613769,7.892254829406738,17.403610229492188,4466.43,2026-01-09 05:21:00,Up,4.289999999999964,3.0,0.07622074723277816
Down,4455.523233903051,4457.422526054383,2026-01-09 05:43:19.663238525,9.007473945617676,22.327720642089844,4460.53,2026-01-09 05:32:00,Down,5.900000000000546,11.0,0.11224599087886243
Up,4469.383414595127,4467.607226638794,2026-01-09 05:47:44.151134490,7.077226638793945,15.735852241516113,4465.9,2026-01-09 05:45:00,Up,5.369999999999891,13.0,0.07800028202886798
Down,4460.4588432610035,4456.816036605835,2026-01-09 06:00:41.768817901,9.083963394165039,15.696146965026855,4460.78,2026-01-09 06:18:00,Down,5.119999999999891,33.0,0.007199564627626808
Up,4468.1774025940895,4467.234096317291,2026-01-09 06:30:02.262897491,6.45409631729126,12.037714958190918,4464.62,2026-01-09 06:35:00,Up,3.8400000000001455,17.0,0.07967985168031279
Down,4455.873693965674,4455.481026763916,2026-01-09 07:18:21.711730957,9.138973236083984,43.36186218261719,4461.62,2026-01-09 06:37:00,Down,3.0,2.0,0.12879416073816582
Up,4469.933074183464,4471.672083015442,2026-01-09 07:03:44.051513671,10.052083015441895,26.73419189453125,4466.95,2026-01-09 06:57:00,Up,5.329999999999927,20.0,0.06678100680473122
Down,4459.108908993006,4461.72681350708,2026-01-09 07:13:08.535461425,5.223186492919922,16.142257690429688,4460.24,2026-01-09 07:16:00,Down,6.710000000000036,19.0,0.025359420277702795
Up,4466.008967151642,4468.080246200561,2026-01-09 07:30:38.036785125,7.840246200561523,14.633946418762207,4463.97,2026-01-09 07:20:00,Up,3.730000000000473,4.0,0.04567609441016343
Down,4454.690958126784,4454.622953147888,2026-01-09 07:56:06.322174072,9.347046852111816,36.105369567871094,4458.32,2026-01-09 07:24:00,Down,5.650000000000546,4.0,0.08139931349064246
Up,4464.777930364608,4467.4273513031,2026-01-09 07:38:43.282585144,9.107351303100586,14.721376419067383,4471.78,2026-01-09 07:35:00,Up,13.460000000000036,11.0,0.15658349997967944
Down,4463.2643500125405,4462.646757392883,2026-01-09 07:44:31.263256072,9.1332426071167,9.5210542678833,4465.6,2026-01-09 07:47:00,Down,6.1799999999993815,12.0,0.05230316166830603
Up,4472.4336614608765,4476.3220993042,2026-01-09 08:04:48.945808410,10.722099304199219,17.815763473510742,4470.98,2026-01-09 08:01:00,Up,5.3799999999992,14.0,0.03251326243635403
Down,4462.852818645239,4463.413948993682,2026-01-09 08:15:56.847896575,7.566051006317139,14.947464942932129,4466.14,2026-01-09 08:14:00,Down,4.839999999999236,13.0,0.07360229089911516
Up,4473.806105015278,4473.538141384125,2026-01-09 08:27:47.706985473,7.398141384124756,13.795116424560547,4477.36,2026-01-09 08:48:00,Up,11.219999999999345,34.0,0.07937478748015371
Down,4470.986309103965,4466.159638748169,2026-01-09 09:00:49.100303649,11.200361251831055,12.818338394165039,4468.66,2026-01-09 09:35:00,Down,8.699999999999818,47.0,0.05205831510934568
Up,4473.838965630531,4475.621855411529,2026-01-09 09:49:06.033897399,6.961855411529541,14.100564956665039,4473.15,2026-01-09 09:47:00,Up,4.489999999999782,12.0,0.015402247421417327
Down,4465.460131055116,4465.404965305328,2026-01-09 10:09:22.577362060,7.745034694671631,22.37628936767578,4469.63,2026-01-09 09:51:00,Down,3.519999999999527,4.0,0.09329338099314712
Up,4476.698941737413,4479.182888870239,2026-01-09 10:12:15.456275939,9.552888870239258,21.257604598999023,4473.48,2026-01-09 09:53:00,Up,3.8499999999994543,2.0,0.07195609989122212
Down,4464.780330641269,4464.489828567504,2026-01-09 10:12:05.815887451,8.990171432495117,19.09693145751953,4466.4,2026-01-09 10:02:00,Down,7.079999999999927,9.0,0.03626341928019858
Up,4473.906287956237,4475.293483161926,2026-01-09 10:15:15.838222503,8.89348316192627,13.263970375061035,4476.95,2026-01-09 10:13:00,Up,10.550000000000182,11.0,0.06798628628335704
